i:0,	 t1-t2: 10-14,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:29,	 t1-t2: 10-14,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:30,	 t1-t2: 10-14,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:31,	 t1-t2: 10-14,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:32,	 t1-t2: 10-14,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:33,	 t1-t2: 10-14,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:34,	 t1-t2: 10-14,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:35,	 t1-t2: 10-14,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:36,	 t1-t2: 10-14,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:37,	 t1-t2: 10-14,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:38,	 t1-t2: 10-14,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:39,	 t1-t2: 10-14,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:40,	 t1-t2: 10-14,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:41,	 t1-t2: 10-14,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:42,	 t1-t2: 10-14,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:43,	 t1-t2: 10-14,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:44,	 t1-t2: 10-14,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:45,	 t1-t2: 10-14,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:46,	 t1-t2: 10-14,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:47,	 t1-t2: 10-14,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:48,	 t1-t2: 10-14,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:49,	 t1-t2: 10-14,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:50,	 t1-t2: 10-14,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:51,	 t1-t2: 10-14,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:52,	 t1-t2: 10-14,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:53,	 t1-t2: 10-14,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:54,	 t1-t2: 10-14,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:55,	 t1-t2: 10-14,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:56,	 t1-t2: 10-14,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:57,	 t1-t2: 10-14,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:58,	 t1-t2: 10-14,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:59,	 t1-t2: 10-14,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:60,	 t1-t2: 10-14,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:61,	 t1-t2: 10-14,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:62,	 t1-t2: 10-14,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:63,	 t1-t2: 10-14,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:64,	 t1-t2: 22-26,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:65,	 t1-t2: 22-26,	 link control: False,	 other obs: (),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:66,	 t1-t2: 22-26,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:67,	 t1-t2: 22-26,	 link control: False,	 other obs: (),	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:68,	 t1-t2: 22-26,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:69,	 t1-t2: 22-26,	 link control: False,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:70,	 t1-t2: 22-26,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:71,	 t1-t2: 22-26,	 link control: False,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:72,	 t1-t2: 22-26,	 link control: False,	 other obs: Carbon,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:73,	 t1-t2: 22-26,	 link control: False,	 other obs: Carbon,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:74,	 t1-t2: 22-26,	 link control: False,	 other obs: Carbon,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:75,	 t1-t2: 22-26,	 link control: False,	 other obs: Carbon,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:76,	 t1-t2: 22-26,	 link control: False,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:77,	 t1-t2: 22-26,	 link control: False,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:78,	 t1-t2: 22-26,	 link control: False,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:79,	 t1-t2: 22-26,	 link control: False,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:80,	 t1-t2: 22-26,	 link control: False,	 other obs: Al,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:81,	 t1-t2: 22-26,	 link control: False,	 other obs: Al,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:82,	 t1-t2: 22-26,	 link control: False,	 other obs: Al,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:83,	 t1-t2: 22-26,	 link control: False,	 other obs: Al,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:84,	 t1-t2: 22-26,	 link control: False,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:85,	 t1-t2: 22-26,	 link control: False,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:86,	 t1-t2: 22-26,	 link control: False,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:87,	 t1-t2: 22-26,	 link control: False,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:88,	 t1-t2: 22-26,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:89,	 t1-t2: 22-26,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:90,	 t1-t2: 22-26,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:91,	 t1-t2: 22-26,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:92,	 t1-t2: 22-26,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:93,	 t1-t2: 22-26,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:94,	 t1-t2: 22-26,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:95,	 t1-t2: 22-26,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:96,	 t1-t2: 22-26,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:97,	 t1-t2: 22-26,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:98,	 t1-t2: 22-26,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:99,	 t1-t2: 22-26,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:100,	 t1-t2: 22-26,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:101,	 t1-t2: 22-26,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:102,	 t1-t2: 22-26,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:103,	 t1-t2: 22-26,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:104,	 t1-t2: 22-26,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:105,	 t1-t2: 22-26,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:106,	 t1-t2: 22-26,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:107,	 t1-t2: 22-26,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:108,	 t1-t2: 22-26,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:109,	 t1-t2: 22-26,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:110,	 t1-t2: 22-26,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:111,	 t1-t2: 22-26,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:112,	 t1-t2: 22-26,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:113,	 t1-t2: 22-26,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:114,	 t1-t2: 22-26,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:115,	 t1-t2: 22-26,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:116,	 t1-t2: 22-26,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:117,	 t1-t2: 22-26,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:118,	 t1-t2: 22-26,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:119,	 t1-t2: 22-26,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:120,	 t1-t2: 22-26,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:121,	 t1-t2: 22-26,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:122,	 t1-t2: 22-26,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:123,	 t1-t2: 22-26,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:124,	 t1-t2: 22-26,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:125,	 t1-t2: 22-26,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:126,	 t1-t2: 22-26,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:127,	 t1-t2: 22-26,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:128,	 t1-t2: 34-38,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:129,	 t1-t2: 34-38,	 link control: False,	 other obs: (),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:130,	 t1-t2: 34-38,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:131,	 t1-t2: 34-38,	 link control: False,	 other obs: (),	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:132,	 t1-t2: 34-38,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:133,	 t1-t2: 34-38,	 link control: False,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:134,	 t1-t2: 34-38,	 link control: False,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:135,	 t1-t2: 34-38,	 link control: False,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:136,	 t1-t2: 34-38,	 link control: False,	 other obs: Carbon,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:137,	 t1-t2: 34-38,	 link control: False,	 other obs: Carbon,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:138,	 t1-t2: 34-38,	 link control: False,	 other obs: Carbon,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:139,	 t1-t2: 34-38,	 link control: False,	 other obs: Carbon,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:140,	 t1-t2: 34-38,	 link control: False,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:141,	 t1-t2: 34-38,	 link control: False,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:142,	 t1-t2: 34-38,	 link control: False,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:143,	 t1-t2: 34-38,	 link control: False,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:144,	 t1-t2: 34-38,	 link control: False,	 other obs: Al,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:145,	 t1-t2: 34-38,	 link control: False,	 other obs: Al,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:146,	 t1-t2: 34-38,	 link control: False,	 other obs: Al,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:147,	 t1-t2: 34-38,	 link control: False,	 other obs: Al,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:148,	 t1-t2: 34-38,	 link control: False,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:149,	 t1-t2: 34-38,	 link control: False,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:150,	 t1-t2: 34-38,	 link control: False,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:151,	 t1-t2: 34-38,	 link control: False,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:152,	 t1-t2: 34-38,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:153,	 t1-t2: 34-38,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:154,	 t1-t2: 34-38,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:155,	 t1-t2: 34-38,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:156,	 t1-t2: 34-38,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:157,	 t1-t2: 34-38,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:158,	 t1-t2: 34-38,	 link control: False,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:159,	 t1-t2: 34-38,	 link control: False,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:160,	 t1-t2: 34-38,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:161,	 t1-t2: 34-38,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:162,	 t1-t2: 34-38,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:163,	 t1-t2: 34-38,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:164,	 t1-t2: 34-38,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:165,	 t1-t2: 34-38,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:166,	 t1-t2: 34-38,	 link control: True,	 other obs: (),	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:167,	 t1-t2: 34-38,	 link control: True,	 other obs: (),	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:168,	 t1-t2: 34-38,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:169,	 t1-t2: 34-38,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:170,	 t1-t2: 34-38,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:171,	 t1-t2: 34-38,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:172,	 t1-t2: 34-38,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:173,	 t1-t2: 34-38,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:174,	 t1-t2: 34-38,	 link control: True,	 other obs: Carbon,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:175,	 t1-t2: 34-38,	 link control: True,	 other obs: Carbon,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:176,	 t1-t2: 34-38,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:177,	 t1-t2: 34-38,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:178,	 t1-t2: 34-38,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:179,	 t1-t2: 34-38,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:180,	 t1-t2: 34-38,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:181,	 t1-t2: 34-38,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:182,	 t1-t2: 34-38,	 link control: True,	 other obs: Al,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:183,	 t1-t2: 34-38,	 link control: True,	 other obs: Al,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:184,	 t1-t2: 34-38,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:185,	 t1-t2: 34-38,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:186,	 t1-t2: 34-38,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:187,	 t1-t2: 34-38,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:188,	 t1-t2: 34-38,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:189,	 t1-t2: 34-38,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:190,	 t1-t2: 34-38,	 link control: True,	 other obs: ECEC,	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:191,	 t1-t2: 34-38,	 link control: True,	 other obs: ECEC,	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:192,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'Al'),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:193,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'Al'),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:194,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'Al'),	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:195,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'Al'),	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:196,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'Al'),	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:197,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'Al'),	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:198,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'Al'),	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:199,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'Al'),	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:200,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'ECEC'),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:201,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'ECEC'),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:202,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'ECEC'),	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:203,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'ECEC'),	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:204,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'ECEC'),	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:205,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'ECEC'),	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:206,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'ECEC'),	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:207,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Carbon', 'ECEC'),	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:208,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Al', 'ECEC'),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:209,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Al', 'ECEC'),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
i:210,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Al', 'ECEC'),	 limed: any,	 cultivated: no,	 depth of cultivation: -
i:211,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Al', 'ECEC'),	 limed: bound,	 cultivated: no,	 depth of cultivation: -
i:212,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Al', 'ECEC'),	 limed: any,	 cultivated: any,	 depth of cultivation: -
i:213,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Al', 'ECEC'),	 limed: bound,	 cultivated: bound,	 depth of cultivation: -
i:214,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Al', 'ECEC'),	 limed: any,	 cultivated: any,	 depth of cultivation: any
i:215,	 t1-t2: 10-14,	 link control: False,	 other obs: ('Al', 'ECEC'),	 limed: bound,	 cultivated: bound,	 depth of cultivation: any
i:216,	 t1-t2: 10-14,	 link control: True,	 other obs: ('Carbon', 'Al'),	 limed: any,	 cultivated: -,	 depth of cultivation: -
i:217,	 t1-t2: 10-14,	 link control: True,	 other obs: ('Carbon', 'Al'),	 limed: bound,	 cultivated: -,	 depth of cultivation: -
